年月,日,1-1氣壓(hPa)-平地平均,1-2氣壓(hPa)-海面平均,2-1降水量(mm)-合計,2-2降水量(mm)-一小時內最大,2-3降水量(mm)-10分鐘內最大,3-1氣温(℃)-平均,3-2氣温(℃)-最高,3-3氣温(℃)-最低,4-1湿度(％)-平均,4-2湿度(％)-最小,5-1風向・風速(m/s)-平均風速,5-2風向・風速(m/s)-最大風速,5-3風向・風速(m/s)-最大風向,5-4風向・風速(m/s)-最大瞬間風速,5-5風向・風速(m/s)-最大瞬間風向,6日照時間(h),7-1雪(cm)-降雪,7-2雪(cm)-最深積雪,8-1天気概況-晝,8-2天気概況-夜
200004,15,1006.6,1008.6,6,1.5,0.5,9.9,12.3,7.2,83,67,2.9,7.1,北,13.4,北,--,--,--,雨一時曇,雨後晴一時曇
200004,16,1008.8,1010.9,--,--,--,9.2,13.5,4.7,62,38,4.5,7.2,北,13.1,北北西,9.3,--,--,晴,晴
200004,17,1014.2,1016.3,--,--,--,10,16.6,2.3,61,26,2.5,5.8,西南西,10.8,西南西,10.6,--,--,晴一時曇,晴時々曇
200004,18,1017,1019,--,--,--,13.8,20.7,6.8,55,18,2.7,6.1,南西,12.4,西南西,7.3,--,--,晴後一時曇,曇
200004,19,1012.7,1014.7,9,3,1.5,14.1,20.1,10.6,69,47,2.7,6.5,東南東,11.8,東南東,0.8,--,--,曇時々雨,雨
200004,20,1007.5,1009.5,16,7.5,2,14.5,18.1,12.5,81,66,2.6,6.3,東南東,11.7,東南東,0.8,--,--,曇一時雨,曇一時晴
200004,21,1006.1,1008.1,36.5,8,2.5,14.4,22.5,10.6,82,47,2.4,8.3,南東,15,東南東,0.3,--,--,曇後雨,雨後時々曇
200004,22,1003.1,1005.1,0.5,1,0.5,15.8,19.7,12.2,72,49,2.6,6.6,西南西,11.5,西北西,5.2,--,--,晴時々曇,曇後一時雨
200004,23,1002.9,1004.9,3.5,3.5,1.5,14.2,19.5,10.4,51,27,4.4,11.4,西,20.8,西,8.2,--,--,晴時々曇,曇時々晴一時雨、雷を伴う
200004,24,1007.1,1009.1,6,6,5.5,11.6,16.3,8.1,68,43,3.3 ),9.2,西,18.1,西北西,6.5,--,--,晴時々曇一時雨,晴
200004,25,1009.7,1011.8,--,--,--,13.9,21.3,6.5,56,19,2.4,4.4,北北東,8.1,西北西,8.2,--,--,薄曇後晴,曇
200004,26,1002.8,1004.8,2.5,1,0.5,14.3,16.7,12.5,66,51,3.6,7.4,南南東,12.6,南南東,--,--,--,雨一時曇,曇後時々雨
200004,27,1000.2,1002.2,1.5,1,0.5,12.9,15.1,9.3,78,62,2.8,6.9,西,11.6,西,--,--,--,曇一時雨,雨一時曇
200004,28,1010,1012,8,2,1,9.4,12.5,7.8,79,58,2.7,5.1,西北西,9.4,西北西,0.4,--,--,雨時々曇,曇時々晴
200004,29,1015.7,1017.7,--,--,--,12,17.9,6.7,67,27,2.3,5.1,北,8.6,北北西,11.6,--,--,晴,晴後一時薄曇
200004,30,1012,1014,0,0,0,14.1,20.1,7,60,25,2.8,6.8,南南東,10.8,南,2.8,--,--,曇,雨時々曇
200005,1,1007.8,1009.8,0.5,0.5,0.5,15.9,21.6,12.8,75,51,2,5.4,北,8.8,北北西,5.8,--,--,曇一時雨後晴,快晴
200005,2,1007.7,1009.7,1,0.5,0.5,15.6,23.9,11.8,72,36,3,7.4,北北東,10.8,南南西,5.2,--,--,晴後曇一時雨,曇一時雨
200005,3,1011,1013,0,0,0,13,16,9.9,73,53,2.1,4.1,西北西,7.7,西,1.9,--,--,曇一時雨,曇時々晴
200005,4,1013.2,1015.3,--,--,--,13.3,19.2,8.8,73,48,2.8,5.9,北,9.8,北,8.8,--,--,晴,快晴
200005,5,1014.9,1016.9,--,--,--,15.9,22.6,8.7,60,29,2.6,6.1,北,9,北,11.9,--,--,晴,晴後一時曇
